#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
GUY,Guyana,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",97.72779,2012
GUY,Guyana,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",11.62275,2012
GUY,Guyana,64306,"Infants lacking immunization, measles (% of one-year-olds)",1,2012
GUY,Guyana,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2012
GUY,Guyana,65606,Gross fixed capital formation (% of GDP),24.83036472,2012
GUY,Guyana,68606,Gender Inequality Index (GII),0.491,2012
GUY,Guyana,69206,Life expectancy at birth (years),68.575,2012
GUY,Guyana,69706,Expected years of schooling (years),11.36109,2012
GUY,Guyana,71406,Inequality-adjusted education index,0.528812152,2012
GUY,Guyana,71506,Inequality-adjusted life expectancy index,0.585141923,2012
GUY,Guyana,71606,Inequality-adjusted income index,0.497093559,2012
GUY,Guyana,73506,Overall loss in HDI due to inequality (%),19.03323263,2012
GUY,Guyana,89006,"Maternal mortality ratio (deaths per 100,000 live births)",185,2012
GUY,Guyana,97306,Natural resource depletion (% of GNI),13.92064688,2012
GUY,Guyana,99106,Net official development assistance received (% of GNI),4.0177352,2012
GUY,Guyana,100806,Forest area (% of total land area),84.10464821,2012
GUY,Guyana,101606,Inequality in education (%),10.5,2012
GUY,Guyana,101706,Inequality in income (%),24.4,2012
GUY,Guyana,101806,Inequality in life expectancy (%),21.7,2012
GUY,Guyana,103006,Mean years of schooling (years),8.257972,2012
GUY,Guyana,103206,Life expectancy index,0.747307692,2012
GUY,Guyana,103606,Income index,0.657531162,2012
GUY,Guyana,103706,Education index,0.590851567,2012
GUY,Guyana,110906,"Unemployment, youth (% ages 15–24)",22.141,2012
GUY,Guyana,111106,International inbound tourists (thousands),177,2012
GUY,Guyana,111306,Private capital flows (% of GDP),-6.785454,2012
GUY,Guyana,120606,"Life expectancy at birth, female (years)",72.023,2012
GUY,Guyana,121106,"Life expectancy at birth, male (years)",65.347,2012
GUY,Guyana,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),48.209,2012
GUY,Guyana,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.832,2012
GUY,Guyana,123306,"Expected years of schooling, female (years)",11.7424,2012
GUY,Guyana,123406,"Expected years of schooling, male (years)",10.9798,2012
GUY,Guyana,123506,"Estimated gross national income per capita, female (2017 PPP $)",4013.872318,2012
GUY,Guyana,123606,"Estimated gross national income per capita, male (2017 PPP $)",11571.63481,2012
GUY,Guyana,128306,"Prison population (per 100,000 people)",269.1,2012
GUY,Guyana,132706,Population ages 65 and older (millions),0.037914,2012
GUY,Guyana,132806,Population under age 5 (millions),0.073058,2012
GUY,Guyana,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",95.36388,2012
GUY,Guyana,133206,Exports and imports (% of GDP),119.24702,2012
GUY,Guyana,135006,Coefficient of human inequality,18.86666667,2012
GUY,Guyana,136906,"Human Development Index (HDI), female",0.639569202,2012
GUY,Guyana,137006,"Human Development Index (HDI), male",0.667513765,2012
GUY,Guyana,137506,Human Development Index (HDI),0.662,2012
GUY,Guyana,137906,Gender Development Index (GDI),0.95813635,2012
GUY,Guyana,138806,Inequality-adjusted HDI (IHDI),0.536,2012
GUY,Guyana,140606,"Unemployment, total (% of labour force)",11.738,2012
GUY,Guyana,147206,International student mobility (% of total tertiary enrolment),-17.02608,2012
GUY,Guyana,147906,Youth not in school or employment (% ages 15-24),37.174,2012
GUY,Guyana,148206,Labour force participation rate (% ages 15 and older),56.158,2012
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),49.566,2012
GUY,Guyana,149206,Government expenditure on education (% of GDP),3.18242,2012
GUY,Guyana,150606,Employment in agriculture (% of total employment),19.464,2012
GUY,Guyana,150706,Employment in services (% of total employment),57.171,2012
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),9.364,2012
GUY,Guyana,164406,Adjusted net savings (% of GNI),-5.5386922,2012
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.542521695,2012
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.589641654,2012
GUY,Guyana,170006,Concentration index (exports) (value),0.499099184,2012
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",8.5535367,2012
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",39.71264313,2012
GUY,Guyana,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",5.15988,2012
GUY,Guyana,178306,Gross capital formation (% of GDP),16.748492,2012
GUY,Guyana,179706,Ratio of education and health expenditure to military expenditure,6.865448,2012
GUY,Guyana,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",41.12554,2012
GUY,Guyana,181706,Rural population with access to electricity (%),81.933417,2012
GUY,Guyana,181806,Current health expenditure (% of GDP),4.894487,2012
GUY,Guyana,182106,"Malaria incidence (per 1,000 people at risk)",57.6975,2012
GUY,Guyana,182206,"Tuberculosis incidence (per 100,000 people)",124,2012
GUY,Guyana,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",27.20307,2012
GUY,Guyana,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",72.79693,2012
GUY,Guyana,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",55.5,2012
GUY,Guyana,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.52953,2012
GUY,Guyana,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",5.872292522,2012
GUY,Guyana,194906,GDP per capita (2017 PPP $),7773.762636,2012
GUY,Guyana,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",2.638605558,2012
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),7770.38207,2012
GUY,Guyana,195906,"Domestic material consumption per capita, (tonnes)",24.76612,2012
GUY,Guyana,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",25.25,2012
GUY,Guyana,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",13.69,2012
GUY,Guyana,23806,Population with at least some secondary education (% ages 25 and older),56.084,2011
GUY,Guyana,23906,"Population with at least some secondary education, female (% ages 25 and older)",62.268,2011
GUY,Guyana,24006,"Population with at least some secondary education, male (% ages 25 and older)",49.144,2011
GUY,Guyana,24106,"Mean years of schooling, female (years)",8.6103,2011
GUY,Guyana,24206,"Mean years of schooling, male (years)",7.6743,2011
GUY,Guyana,31706,Share of seats in parliament (% held by women),31.34328358,2011
GUY,Guyana,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",90.6756,2011
GUY,Guyana,43006,Vulnerable employment (% of total employment),27.594,2011
GUY,Guyana,43606,"Internet users, total (% of population)",30,2011
GUY,Guyana,44206,Total population (millions),0.752029,2011
GUY,Guyana,45106,Urban population (%),26.4,2011
GUY,Guyana,45806,Primary school teachers trained to teach (%),67.69691,2011
GUY,Guyana,46006,Mobile phone subscriptions (per 100 people),70.3108,2011
GUY,Guyana,46106,Primary school dropout rate (% of primary school cohort),7.81281,2011
GUY,Guyana,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",24.59172,2011
GUY,Guyana,48706,"Labour force participation rate (% ages 15 and older), female",39.89,2011
GUY,Guyana,48806,"Labour force participation rate (% ages 15 and older), male",72.973,2011
GUY,Guyana,52606,"Remittances, inflows (% of GDP)",16.001403,2011
GUY,Guyana,53506,"Foreign direct investment, net inflows (% of GDP)",9.5806557,2011
GUY,Guyana,57206,"Mortality rate, infant (per 1,000 live births)",29.996815,2011
GUY,Guyana,57506,"Mortality rate, under-five (per 1,000 live births)",36.650954,2011
GUY,Guyana,57806,"Mortality rate, female adult (per 1,000 people)",176.054,2011
GUY,Guyana,57906,"Mortality rate, male adult (per 1,000 people)",254.456,2011
GUY,Guyana,58006,"HIV prevalence, adult (% ages 15-49)",1.5,2011
GUY,Guyana,61006,"Homicide rate (per 100,000 people)",17.28656741,2011
GUY,Guyana,63106,Population ages 15–64 (millions),0.478838,2011
GUY,Guyana,63206,"Gross enrolment ratio, primary (% of primary school-age population)",98.99661,2011
GUY,Guyana,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",97.29608,2011
GUY,Guyana,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",11.64072,2011
GUY,Guyana,64306,"Infants lacking immunization, measles (% of one-year-olds)",2,2011
GUY,Guyana,64406,"Infants lacking immunization, DTP (% of one-year-olds)",3,2011
GUY,Guyana,65606,Gross fixed capital formation (% of GDP),23.88622292,2011
GUY,Guyana,68606,Gender Inequality Index (GII),0.492,2011
GUY,Guyana,69206,Life expectancy at birth (years),68.321,2011
GUY,Guyana,69706,Expected years of schooling (years),11.44474,2011
GUY,Guyana,71406,Inequality-adjusted education index,0.521711612,2011
GUY,Guyana,71506,Inequality-adjusted life expectancy index,0.5820822,2011
GUY,Guyana,71606,Inequality-adjusted income index,0.441322554,2011
GUY,Guyana,73506,Overall loss in HDI due to inequality (%),22.18844985,2011
GUY,Guyana,89006,"Maternal mortality ratio (deaths per 100,000 live births)",180,2011
GUY,Guyana,97306,Natural resource depletion (% of GNI),11.63450423,2011
GUY,Guyana,99106,Net official development assistance received (% of GNI),4.114956,2011
GUY,Guyana,100806,Forest area (% of total land area),84.15544831,2011
GUY,Guyana,101606,Inequality in education (%),11.7,2011
GUY,Guyana,101706,Inequality in income (%),32.1,2011
GUY,Guyana,101806,Inequality in life expectancy (%),21.7,2011
GUY,Guyana,103006,Mean years of schooling (years),8.187913,2011
GUY,Guyana,103206,Life expectancy index,0.7434,2011
GUY,Guyana,103606,Income index,0.649959579,2011
GUY,Guyana,103706,Education index,0.590839878,2011
GUY,Guyana,110906,"Unemployment, youth (% ages 15–24)",22.241,2011
GUY,Guyana,111106,International inbound tourists (thousands),157,2011
GUY,Guyana,111306,Private capital flows (% of GDP),-7.707226,2011
GUY,Guyana,120606,"Life expectancy at birth, female (years)",71.791,2011
GUY,Guyana,121106,"Life expectancy at birth, male (years)",65.078,2011
GUY,Guyana,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),49.512,2011
GUY,Guyana,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.541,2011
GUY,Guyana,123306,"Expected years of schooling, female (years)",11.8277,2011
GUY,Guyana,123406,"Expected years of schooling, male (years)",11.0618,2011
GUY,Guyana,123506,"Estimated gross national income per capita, female (2017 PPP $)",3749.604976,2011
GUY,Guyana,123606,"Estimated gross national income per capita, male (2017 PPP $)",11084.06317,2011
GUY,Guyana,128306,"Prison population (per 100,000 people)",270.6,2011
GUY,Guyana,132706,Population ages 65 and older (millions),0.03611,2011
GUY,Guyana,132806,Population under age 5 (millions),0.07273,2011
GUY,Guyana,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",90.75594,2011
GUY,Guyana,133206,Exports and imports (% of GDP),111.83916,2011
GUY,Guyana,135006,Coefficient of human inequality,21.83333333,2011
GUY,Guyana,136906,"Human Development Index (HDI), female",0.634588373,2011
GUY,Guyana,137006,"Human Development Index (HDI), male",0.66427663,2011
GUY,Guyana,137506,Human Development Index (HDI),0.658,2011
GUY,Guyana,137906,Gender Development Index (GDI),0.955307389,2011
GUY,Guyana,138806,Inequality-adjusted HDI (IHDI),0.512,2011
GUY,Guyana,140606,"Unemployment, total (% of labour force)",11.587,2011
GUY,Guyana,147206,International student mobility (% of total tertiary enrolment),-19.37373,2011
GUY,Guyana,147906,Youth not in school or employment (% ages 15-24),37.353,2011
GUY,Guyana,148206,Labour force participation rate (% ages 15 and older),56.183,2011
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),49.673,2011
GUY,Guyana,149206,Government expenditure on education (% of GDP),3.59204,2011
GUY,Guyana,150606,Employment in agriculture (% of total employment),20.053,2011
GUY,Guyana,150706,Employment in services (% of total employment),56.532,2011
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),10.487,2011
GUY,Guyana,164406,Adjusted net savings (% of GNI),-4.6128011,2011
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.543446852,2011
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.58359829,2011
GUY,Guyana,170006,Concentration index (exports) (value),0.48330756,2011
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",3.4539874,2011
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",39.40644606,2011
GUY,Guyana,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",4.34783,2011
GUY,Guyana,178306,Gross capital formation (% of GDP),18.712559,2011
GUY,Guyana,179706,Ratio of education and health expenditure to military expenditure,6.962093,2011
GUY,Guyana,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",44.55206,2011
GUY,Guyana,181706,Rural population with access to electricity (%),80.535973,2011
GUY,Guyana,181806,Current health expenditure (% of GDP),5.167162,2011
GUY,Guyana,182106,"Malaria incidence (per 1,000 people at risk)",54.64683,2011
GUY,Guyana,182206,"Tuberculosis incidence (per 100,000 people)",118,2011
GUY,Guyana,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",23.33333,2011
GUY,Guyana,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",76.66667,2011
GUY,Guyana,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",55.59999847,2011
GUY,Guyana,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",1.59568,2011
GUY,Guyana,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",5.577974987,2011
GUY,Guyana,194906,GDP per capita (2017 PPP $),7417.243755,2011
GUY,Guyana,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",2.367863963,2011
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),7390.496386,2011
GUY,Guyana,195906,"Domestic material consumption per capita, (tonnes)",25.25243,2011
GUY,Guyana,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",14.23,2011
GUY,Guyana,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",11.28,2011
GUY,Guyana,23806,Population with at least some secondary education (% ages 25 and older),54.48,2010
GUY,Guyana,23906,"Population with at least some secondary education, female (% ages 25 and older)",60.31,2010
GUY,Guyana,24006,"Population with at least some secondary education, male (% ages 25 and older)",47.78,2010
GUY,Guyana,24106,"Mean years of schooling, female (years)",8.602,2010
GUY,Guyana,24206,"Mean years of schooling, male (years)",7.65,2010
GUY,Guyana,31706,Share of seats in parliament (% held by women),30,2010
GUY,Guyana,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",92.579,2010
GUY,Guyana,43006,Vulnerable employment (% of total employment),27.874,2010
GUY,Guyana,43606,"Internet users, total (% of population)",29.9,2010
GUY,Guyana,44206,Total population (millions),0.74943,2010
GUY,Guyana,45106,Urban population (%),26.6,2010
GUY,Guyana,45806,Primary school teachers trained to teach (%),66.06301,2010
GUY,Guyana,46006,Mobile phone subscriptions (per 100 people),74.7758,2010
GUY,Guyana,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",24.61945,2010
GUY,Guyana,47906,Median age (years),24.491,2010
GUY,Guyana,48706,"Labour force participation rate (% ages 15 and older), female",39.277,2010
GUY,Guyana,48806,"Labour force participation rate (% ages 15 and older), male",73.767,2010
GUY,Guyana,49006,Sex ratio at birth (male to female births),1.05,2010
GUY,Guyana,52606,"Remittances, inflows (% of GDP)",16.179894,2010
GUY,Guyana,53506,"Foreign direct investment, net inflows (% of GDP)",8.7100923,2010
GUY,Guyana,57206,"Mortality rate, infant (per 1,000 live births)",30.567384,2010
GUY,Guyana,57506,"Mortality rate, under-five (per 1,000 live births)",37.434303,2010
GUY,Guyana,57806,"Mortality rate, female adult (per 1,000 people)",176.41,2010
GUY,Guyana,57906,"Mortality rate, male adult (per 1,000 people)",256.887,2010
GUY,Guyana,58006,"HIV prevalence, adult (% ages 15-49)",1.5,2010
GUY,Guyana,61006,"Homicide rate (per 100,000 people)",18.68086412,2010
GUY,Guyana,63106,Population ages 15–64 (millions),0.47339,2010
GUY,Guyana,63206,"Gross enrolment ratio, primary (% of primary school-age population)",96.49476,2010
GUY,Guyana,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",90.14078,2010
GUY,Guyana,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",11.69943,2010
GUY,Guyana,64306,"Infants lacking immunization, measles (% of one-year-olds)",5,2010
GUY,Guyana,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2010
GUY,Guyana,65606,Gross fixed capital formation (% of GDP),25.24011147,2010
GUY,Guyana,68606,Gender Inequality Index (GII),0.498,2010
GUY,Guyana,69206,Life expectancy at birth (years),68.059,2010
GUY,Guyana,69706,Expected years of schooling (years),10.94199,2010
GUY,Guyana,71406,Inequality-adjusted education index,0.519383527,2010
GUY,Guyana,71506,Inequality-adjusted life expectancy index,0.553048185,2010
GUY,Guyana,71606,Inequality-adjusted income index,0.512091589,2010
GUY,Guyana,73506,Overall loss in HDI due to inequality (%),18.6440678,2010
GUY,Guyana,89006,"Maternal mortality ratio (deaths per 100,000 live births)",179,2010
GUY,Guyana,97106,Fresh water withdrawals (% of total renewable water resources),0.5332,2010
GUY,Guyana,97306,Natural resource depletion (% of GNI),7.799719427,2010
GUY,Guyana,99106,Net official development assistance received (% of GNI),4.7074622,2010
GUY,Guyana,100806,Forest area (% of total land area),84.20624841,2010
GUY,Guyana,101606,Inequality in education (%),9.6,2010
GUY,Guyana,101706,Inequality in income (%),20.3,2010
GUY,Guyana,101806,Inequality in life expectancy (%),25.2,2010
GUY,Guyana,103006,Mean years of schooling (years),8.117854,2010
GUY,Guyana,103206,Life expectancy index,0.739369231,2010
GUY,Guyana,103606,Income index,0.642523951,2010
GUY,Guyana,103706,Education index,0.5745393,2010
GUY,Guyana,110806,"Net migration rate (per 1,000 people)",-13.394,2010
GUY,Guyana,110906,"Unemployment, youth (% ages 15–24)",22.311,2010
GUY,Guyana,111106,International inbound tourists (thousands),152,2010
GUY,Guyana,111306,Private capital flows (% of GDP),-9.926144,2010
GUY,Guyana,112506,"Suicide rate, male (per 100,000 people, age-standardized)",44.9,2010
GUY,Guyana,112606,"Suicide rate, female (per 100,000 people, age-standardized)",14.1,2010
GUY,Guyana,120606,"Life expectancy at birth, female (years)",71.537,2010
GUY,Guyana,121106,"Life expectancy at birth, male (years)",64.817,2010
GUY,Guyana,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),51.003,2010
GUY,Guyana,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.31,2010
GUY,Guyana,123306,"Expected years of schooling, female (years)",11.329,2010
GUY,Guyana,123406,"Expected years of schooling, male (years)",10.555,2010
GUY,Guyana,123506,"Estimated gross national income per capita, female (2017 PPP $)",3499.237929,2010
GUY,Guyana,123606,"Estimated gross national income per capita, male (2017 PPP $)",10624.30492,2010
GUY,Guyana,128306,"Prison population (per 100,000 people)",288.4,2010
GUY,Guyana,132706,Population ages 65 and older (millions),0.034603,2010
GUY,Guyana,132806,Population under age 5 (millions),0.072939,2010
GUY,Guyana,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",82.56613,2010
GUY,Guyana,133206,Exports and imports (% of GDP),100.85047,2010
GUY,Guyana,135006,Coefficient of human inequality,18.36666667,2010
GUY,Guyana,136906,"Human Development Index (HDI), female",0.624590801,2010
GUY,Guyana,137006,"Human Development Index (HDI), male",0.655186705,2010
GUY,Guyana,137506,Human Development Index (HDI),0.649,2010
GUY,Guyana,137906,Gender Development Index (GDI),0.953302006,2010
GUY,Guyana,138806,Inequality-adjusted HDI (IHDI),0.528,2010
GUY,Guyana,140606,"Unemployment, total (% of labour force)",11.454,2010
GUY,Guyana,147206,International student mobility (% of total tertiary enrolment),-10.07684,2010
GUY,Guyana,147906,Youth not in school or employment (% ages 15-24),38.848,2010
GUY,Guyana,148206,Labour force participation rate (% ages 15 and older),56.263,2010
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),49.819,2010
GUY,Guyana,149206,Government expenditure on education (% of GDP),3.63855,2010
GUY,Guyana,150606,Employment in agriculture (% of total employment),20.642,2010
GUY,Guyana,150706,Employment in services (% of total employment),55.9,2010
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),11.767,2010
GUY,Guyana,164406,Adjusted net savings (% of GNI),2.834204,2010
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.533949336,2010
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.569356153,2010
GUY,Guyana,170006,Concentration index (exports) (value),0.464984183,2010
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",2.671709,2010
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",39.02745067,2010
GUY,Guyana,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",5.04549,2010
GUY,Guyana,178306,Gross capital formation (% of GDP),20.929101,2010
GUY,Guyana,179706,Ratio of education and health expenditure to military expenditure,6.617566,2010
GUY,Guyana,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",41.43519,2010
GUY,Guyana,181706,Rural population with access to electricity (%),78.940576,2010
GUY,Guyana,181806,Current health expenditure (% of GDP),5.463495,2010
GUY,Guyana,182106,"Malaria incidence (per 1,000 people at risk)",43.79729,2010
GUY,Guyana,182206,"Tuberculosis incidence (per 100,000 people)",119,2010
GUY,Guyana,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",25.41667,2010
GUY,Guyana,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",74.58333,2010
GUY,Guyana,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",55.79999924,2010
GUY,Guyana,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.4003,2010
GUY,Guyana,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",775,2010
GUY,Guyana,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",868.4,2010
GUY,Guyana,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",5.302456219,2010
GUY,Guyana,194906,GDP per capita (2017 PPP $),7075.262223,2010
GUY,Guyana,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",2.292924279,2010
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),7035.512222,2010
GUY,Guyana,195906,"Domestic material consumption per capita, (tonnes)",20.75922,2010
GUY,Guyana,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",31.55,2010
GUY,Guyana,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",4.53,2010
GUY,Guyana,43006,Vulnerable employment (% of total employment),28.158,2009
GUY,Guyana,45806,Primary school teachers trained to teach (%),63.69863,2009
GUY,Guyana,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",25.56063,2009
GUY,Guyana,69206,Life expectancy at birth (years),67.792,2009
GUY,Guyana,69706,Expected years of schooling (years),10.67564,2009
GUY,Guyana,103006,Mean years of schooling (years),8.0477975,2009
GUY,Guyana,103206,Life expectancy index,0.735261538,2009
GUY,Guyana,103606,Income index,0.634639578,2009
GUY,Guyana,103706,Education index,0.564805472,2009
GUY,Guyana,137506,Human Development Index (HDI),0.641,2009
GUY,Guyana,164406,Adjusted net savings (% of GNI),9.1588631,2009
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",2.0734057,2009
GUY,Guyana,178306,Gross capital formation (% of GDP),26.178448,2009
GUY,Guyana,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",1.06992,2009
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6677.711735,2009
GUY,Guyana,43006,Vulnerable employment (% of total employment),28.442,2008
GUY,Guyana,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",25.56042,2008
GUY,Guyana,69206,Life expectancy at birth (years),67.521,2008
GUY,Guyana,69706,Expected years of schooling (years),10.73879,2008
GUY,Guyana,103006,Mean years of schooling (years),8.011375556,2008
GUY,Guyana,103206,Life expectancy index,0.731092308,2008
GUY,Guyana,103606,Income index,0.629560309,2008
GUY,Guyana,103706,Education index,0.565345574,2008
GUY,Guyana,137506,Human Development Index (HDI),0.638,2008
GUY,Guyana,164406,Adjusted net savings (% of GNI),2.8072127,2008
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",2.5457007,2008
GUY,Guyana,178306,Gross capital formation (% of GDP),24.015008,2008
GUY,Guyana,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",1.07122,2008
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6456.905912,2008
GUY,Guyana,43006,Vulnerable employment (% of total employment),28.749,2007
GUY,Guyana,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",26.17853,2007
GUY,Guyana,69206,Life expectancy at birth (years),67.247,2007
GUY,Guyana,69706,Expected years of schooling (years),10.63552,2007
GUY,Guyana,103006,Mean years of schooling (years),7.974953611,2007
GUY,Guyana,103206,Life expectancy index,0.726876923,2007
GUY,Guyana,103606,Income index,0.625024654,2007
GUY,Guyana,103706,Education index,0.561262898,2007
GUY,Guyana,137506,Human Development Index (HDI),0.634,2007
GUY,Guyana,164406,Adjusted net savings (% of GNI),11.83166,2007
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",3.3093137,2007
GUY,Guyana,178306,Gross capital formation (% of GDP),24.668311,2007
GUY,Guyana,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.66981,2007
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6265.910253,2007
GUY,Guyana,43006,Vulnerable employment (% of total employment),28.955,2006
GUY,Guyana,69206,Life expectancy at birth (years),66.972,2006
GUY,Guyana,69706,Expected years of schooling (years),10.8,2006
GUY,Guyana,103006,Mean years of schooling (years),7.938531667,2006
GUY,Guyana,103206,Life expectancy index,0.722646154,2006
GUY,Guyana,103606,Income index,0.613075157,2006
GUY,Guyana,103706,Education index,0.564617722,2006
GUY,Guyana,137506,Human Development Index (HDI),0.63,2006
GUY,Guyana,164406,Adjusted net savings (% of GNI),19.549212,2006
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",4.4102776,2006
GUY,Guyana,178306,Gross capital formation (% of GDP),28.365703,2006
GUY,Guyana,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",1.60786,2006
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),5789.334395,2006
GUY,Guyana,23806,Population with at least some secondary education (% ages 25 and older),49.68,2005
GUY,Guyana,23906,"Population with at least some secondary education, female (% ages 25 and older)",55.93,2005
GUY,Guyana,24006,"Population with at least some secondary education, male (% ages 25 and older)",42.59,2005
GUY,Guyana,24106,"Mean years of schooling, female (years)",8.36,2005
GUY,Guyana,24206,"Mean years of schooling, male (years)",7.44,2005
GUY,Guyana,31706,Share of seats in parliament (% held by women),30.76923077,2005
GUY,Guyana,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",100.18,2005
GUY,Guyana,43006,Vulnerable employment (% of total employment),29.184,2005
GUY,Guyana,43606,"Internet users, total (% of population)",13.207,2005
GUY,Guyana,44206,Total population (millions),0.746156,2005
GUY,Guyana,45106,Urban population (%),27.8,2005
GUY,Guyana,45806,Primary school teachers trained to teach (%),57.20461,2005
GUY,Guyana,46006,Mobile phone subscriptions (per 100 people),37.7087,2005
GUY,Guyana,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",28.03939,2005
GUY,Guyana,47906,Median age (years),23.089,2005
